,emotion,statements,gender
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn23.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn24.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn25.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn26.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn27.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn28.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn29.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKnn30.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa01.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa02.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa03.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa04.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa05.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa06.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa07.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa08.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa09.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa10.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa11.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa12.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa13.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa14.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsa15.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu01.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu02.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu03.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu04.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu05.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu06.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu07.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu08.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu09.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu10.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu11.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu12.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu13.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu14.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\JK\JKsu15.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa01.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa02.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa03.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa04.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa05.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa06.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa07.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa08.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa09.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa10.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa11.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa12.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa13.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa14.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLaa15.wav,angry,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd01.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd02.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd03.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd04.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd05.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd06.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd07.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd08.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd09.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd10.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd11.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd12.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd13.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd14.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLdd15.wav,disgust,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff01.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff02.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff03.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff04.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff05.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff06.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff07.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff08.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff09.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff10.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff11.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff12.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff13.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff14.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLff15.wav,fear,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh01.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh02.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh03.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh04.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh05.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh06.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh07.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh08.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh09.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh10.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh11.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh12.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh13.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh14.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLhh15.wav,happy,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn01.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn02.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn03.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn04.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn05.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn06.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn07.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn08.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn09.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn10.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn11.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn12.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn13.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn14.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn15.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn16.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn17.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn18.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn19.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn20.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn21.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn22.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn23.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn24.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn25.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn26.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn27.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn28.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn29.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLnn30.wav,neutral,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa01.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa02.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa03.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa04.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa05.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa06.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa07.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa08.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa09.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa10.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa11.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa12.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa13.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa14.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsa15.wav,sad,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu01.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu02.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu03.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu04.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu05.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu06.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu07.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu08.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu09.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu10.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu11.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu12.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu13.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu14.wav,surprise,,male
datasources\SAVEE\SAVEE_DATA\AudioData\KL\KLsu15.wav,surprise,,male
